customer_id,churn_flag,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,phone_service,gender,senior_citizen,partner,dependents,tech_support,online_security,streaming_tv,streaming_movies,paperless_billing,num_products,last_activity_days
C00812,0,10,39.78,4818.61,Two Year,Mailed Check,DSL,Yes,Male,0,No,Yes,No,No,No,No,No,2,45
C00813,1,2,31.84,5261.73,Month-to-Month,Electronic Check,DSL,No,Male,0,Yes,No,Yes,Yes,No,No,No,2,9
C00814,1,11,97.14,1619.25,One Year,Bank Transfer,No Internet,No,Male,0,Yes,Yes,Yes,Yes,No,Yes,No,5,6
C00815,0,50,71.78,2435.67,Two Year,Credit Card,Fiber Optic,No,Female,1,No,No,Yes,No,Yes,No,No,2,51
C00816,0,31,26.87,4994.97,Two Year,Electronic Check,DSL,No,Female,0,Yes,No,No,Yes,No,Yes,No,4,35
C00817,0,56,54.43,4837.06,Two Year,Credit Card,No Internet,No,Male,1,Yes,Yes,Yes,No,Yes,No,Yes,4,82
C00818,0,9,53.1,4100.01,Month-to-Month,Credit Card,Fiber Optic,No,Female,0,Yes,No,Yes,Yes,No,No,Yes,4,53
C00819,0,21,36.36,2868.26,One Year,Credit Card,DSL,Yes,Female,0,No,No,Yes,No,Yes,Yes,No,1,19
C00820,1,28,59.2,7312.15,Two Year,Electronic Check,Fiber Optic,No,Female,0,No,Yes,No,Yes,No,No,No,3,69
C00821,0,62,49.89,2784.18,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Male,0,Yes,Yes,Yes,No,Yes,Yes,Yes,5,25
C00822,0,7,50.76,3699.39,Two Year,Credit Card,DSL,No,Female,1,No,Yes,No,No,Yes,No,No,4,11
C00823,0,16,86.51,5457.1,Two Year,Bank Transfer,DSL,Yes,Female,1,Yes,Yes,Yes,Yes,No,Yes,No,4,74
C00824,0,4,40.09,4389.87,Two Year,Bank Transfer,DSL,Yes,Male,1,Yes,Yes,Yes,Yes,Yes,No,No,2,17
C00825,1,4,77.77,2840.4,Two Year,Mailed Check,Fiber Optic,Yes,Female,1,Yes,Yes,Yes,Yes,Yes,No,No,4,36
C00826,0,40,71.36,3541.59,Two Year,Electronic Check,Fiber Optic,Yes,Male,0,Yes,No,No,No,Yes,Yes,No,2,21
C00827,0,17,71.13,6376.4,Month-to-Month,Electronic Check,No Internet,Yes,Female,1,Yes,Yes,No,Yes,Yes,Yes,Yes,2,18
C00828,0,52,79.67,2297.22,One Year,Mailed Check,Fiber Optic,Yes,Female,1,No,Yes,No,No,No,Yes,Yes,3,60
C00829,0,52,69.35,1223.82,One Year,Mailed Check,DSL,No,Female,1,No,No,No,Yes,Yes,Yes,No,1,18
C00830,0,36,99.13,2573.99,One Year,Bank Transfer,Fiber Optic,Yes,Female,0,No,No,No,Yes,Yes,No,Yes,2,1
C00831,0,38,80.8,6811.32,One Year,Credit Card,No Internet,No,Female,1,No,Yes,Yes,No,No,No,No,2,14
C00832,0,50,69.23,803.02,Month-to-Month,Electronic Check,No Internet,No,Female,1,Yes,Yes,Yes,No,No,No,No,3,8
C00833,0,63,94.68,7934.4,Month-to-Month,Credit Card,DSL,Yes,Male,0,Yes,No,No,Yes,No,No,No,2,66
C00834,0,63,74.55,4373.92,Month-to-Month,Credit Card,DSL,Yes,Female,0,No,Yes,No,No,Yes,No,No,5,51
C00835,0,62,46.2,7880.28,Two Year,Mailed Check,No Internet,No,Female,1,No,Yes,Yes,No,Yes,No,No,1,79
C00836,1,7,38.64,7518.07,Two Year,Credit Card,No Internet,Yes,Female,1,Yes,No,No,Yes,No,Yes,No,5,60
C00837,0,27,33.71,3677.23,Two Year,Bank Transfer,No Internet,Yes,Male,0,Yes,Yes,Yes,No,Yes,No,No,4,34
C00838,0,14,100.95,1668.08,One Year,Mailed Check,DSL,Yes,Male,1,Yes,No,No,Yes,No,No,No,1,36
C00839,0,71,83.91,1402.59,Two Year,Credit Card,No Internet,Yes,Male,0,No,Yes,Yes,Yes,Yes,Yes,No,4,62
C00840,0,5,104.36,1995.92,One Year,Mailed Check,No Internet,Yes,Female,1,Yes,No,No,No,No,No,Yes,2,1
C00841,0,55,74.3,5710.05,Two Year,Bank Transfer,DSL,Yes,Female,1,Yes,No,No,Yes,Yes,No,No,3,85
C00842,0,2,62.61,2256.3,One Year,Bank Transfer,Fiber Optic,Yes,Male,1,No,No,Yes,No,No,No,Yes,5,42
C00843,1,62,25.37,2797.26,Two Year,Credit Card,Fiber Optic,No,Male,1,No,Yes,Yes,Yes,Yes,Yes,Yes,4,1
C00844,0,21,80.45,3645.35,Two Year,Mailed Check,No Internet,Yes,Male,1,No,No,No,No,No,Yes,No,2,84
C00845,0,21,72.4,7314.54,Month-to-Month,Credit Card,Fiber Optic,No,Female,0,Yes,Yes,No,No,Yes,No,Yes,5,54
C00846,0,10,109.12,1596.21,Two Year,Credit Card,Fiber Optic,No,Male,0,Yes,No,Yes,No,Yes,Yes,No,5,47
C00847,1,58,41.52,139.71,Two Year,Mailed Check,Fiber Optic,No,Female,1,No,No,No,No,Yes,No,No,4,39
C00848,0,39,67.77,574.76,Month-to-Month,Credit Card,Fiber Optic,No,Female,1,Yes,No,Yes,No,No,No,No,2,30
C00849,0,5,78.59,7247.65,One Year,Bank Transfer,No Internet,Yes,Female,1,Yes,Yes,Yes,Yes,Yes,No,No,3,7
C00850,0,65,78.01,5215.38,Month-to-Month,Mailed Check,Fiber Optic,No,Male,0,Yes,Yes,No,Yes,Yes,Yes,Yes,4,22
C00851,1,13,70.52,2257.02,Month-to-Month,Mailed Check,Fiber Optic,No,Female,0,No,No,Yes,No,Yes,No,Yes,5,50
C00852,0,53,89.92,1499.82,One Year,Mailed Check,DSL,No,Male,0,No,Yes,Yes,Yes,No,No,No,5,45
C00853,1,45,38.45,2424.71,Two Year,Mailed Check,No Internet,No,Male,0,Yes,Yes,No,No,Yes,No,Yes,1,74
C00854,0,32,85.31,1006.9,One Year,Credit Card,DSL,No,Male,0,Yes,Yes,Yes,No,No,No,Yes,2,72
C00855,0,36,75.78,7538.11,Two Year,Credit Card,DSL,Yes,Male,0,Yes,No,Yes,Yes,Yes,No,Yes,1,10
C00856,0,60,100.65,6295.23,Two Year,Bank Transfer,No Internet,Yes,Female,0,Yes,Yes,Yes,Yes,No,Yes,No,3,14
C00857,0,11,96.25,3752.89,One Year,Electronic Check,Fiber Optic,No,Female,0,No,No,Yes,No,No,No,Yes,4,46
C00858,0,63,48.36,6933.2,Month-to-Month,Electronic Check,DSL,Yes,Female,1,No,No,No,No,Yes,Yes,Yes,5,75
C00859,0,21,44.86,2070.72,One Year,Bank Transfer,No Internet,Yes,Female,0,Yes,No,Yes,No,No,No,Yes,2,6
C00860,1,52,108.35,5765.25,Two Year,Electronic Check,Fiber Optic,No,Male,0,Yes,Yes,No,No,No,Yes,No,5,21
C00861,0,55,67.45,6863.45,One Year,Bank Transfer,No Internet,No,Male,0,No,No,Yes,No,Yes,No,Yes,1,62
C00862,0,26,101.58,2918.47,One Year,Credit Card,DSL,No,Male,0,Yes,Yes,No,No,No,No,Yes,1,19
C00863,0,68,34.75,6083.97,Two Year,Mailed Check,Fiber Optic,Yes,Male,1,No,Yes,Yes,Yes,No,Yes,No,4,88
C00864,0,34,77.85,2431.07,Month-to-Month,Mailed Check,Fiber Optic,No,Female,0,Yes,No,No,No,No,Yes,Yes,2,82
C00865,0,52,92.89,2460.97,One Year,Credit Card,No Internet,Yes,Male,1,No,No,Yes,No,No,No,No,2,62
C00866,0,52,105.27,945.75,Two Year,Mailed Check,Fiber Optic,Yes,Female,1,Yes,No,Yes,Yes,Yes,Yes,No,4,83
C00867,0,29,50.36,3576.46,Two Year,Mailed Check,DSL,Yes,Male,1,Yes,Yes,Yes,No,No,Yes,No,1,53
C00868,1,38,85.25,5864.72,One Year,Electronic Check,DSL,No,Male,0,No,Yes,Yes,No,No,No,No,1,24
C00869,1,42,68.49,7527.74,Month-to-Month,Credit Card,DSL,Yes,Male,0,No,No,No,Yes,Yes,No,No,1,56
C00870,0,21,25.46,4870.0,One Year,Electronic Check,No Internet,No,Male,0,Yes,No,No,No,Yes,No,No,5,62
C00871,0,42,82.1,6918.77,Month-to-Month,Electronic Check,Fiber Optic,No,Female,1,Yes,Yes,Yes,Yes,No,No,Yes,3,34
C00872,0,13,82.11,6597.71,Month-to-Month,Mailed Check,Fiber Optic,No,Female,1,No,Yes,No,No,Yes,No,No,1,22
C00873,0,64,103.75,1469.41,Month-to-Month,Mailed Check,Fiber Optic,No,Female,1,No,No,Yes,Yes,Yes,Yes,Yes,3,68
C00874,0,17,64.76,3937.96,Month-to-Month,Credit Card,DSL,No,Female,1,Yes,Yes,Yes,Yes,Yes,No,Yes,3,57
C00875,0,9,40.72,1023.7,One Year,Mailed Check,Fiber Optic,Yes,Male,0,Yes,Yes,No,Yes,Yes,Yes,No,2,10
C00876,0,41,24.01,5489.01,Two Year,Mailed Check,DSL,Yes,Male,0,No,Yes,No,No,Yes,No,Yes,4,66
C00877,0,1,57.41,7604.21,Two Year,Credit Card,Fiber Optic,Yes,Female,0,No,Yes,No,No,Yes,No,Yes,5,8
C00878,0,2,47.17,1183.01,Two Year,Mailed Check,DSL,Yes,Female,1,No,Yes,Yes,Yes,Yes,Yes,Yes,3,38
C00879,0,60,88.5,5897.68,Two Year,Electronic Check,Fiber Optic,Yes,Male,1,No,Yes,Yes,Yes,Yes,No,No,5,62
C00880,0,48,51.88,5094.68,Two Year,Credit Card,No Internet,No,Male,0,No,No,No,No,Yes,Yes,Yes,2,28
C00881,0,29,105.42,4710.48,Two Year,Mailed Check,No Internet,No,Female,0,Yes,Yes,Yes,No,No,Yes,Yes,1,10
C00882,0,10,106.61,3181.95,One Year,Bank Transfer,DSL,Yes,Female,1,Yes,No,No,No,No,Yes,No,3,45
C00883,0,58,75.88,2905.54,Month-to-Month,Credit Card,DSL,Yes,Female,0,No,No,No,No,No,No,Yes,4,65
C00884,1,60,103.58,457.47,Two Year,Credit Card,Fiber Optic,Yes,Male,0,Yes,Yes,No,No,No,No,Yes,2,67
C00885,0,21,88.48,1821.48,One Year,Bank Transfer,Fiber Optic,No,Female,1,Yes,No,No,Yes,No,No,Yes,5,9
C00886,0,28,69.22,219.9,Two Year,Mailed Check,No Internet,No,Female,1,No,No,No,No,Yes,No,No,1,5
C00887,0,34,36.23,4693.2,Two Year,Mailed Check,Fiber Optic,No,Female,1,Yes,No,No,Yes,Yes,No,Yes,5,10
C00888,0,8,61.27,936.24,Month-to-Month,Credit Card,DSL,Yes,Female,0,Yes,Yes,Yes,No,No,No,Yes,4,12
C00889,0,59,70.48,6996.85,Month-to-Month,Credit Card,DSL,Yes,Female,1,Yes,No,Yes,Yes,No,Yes,No,3,82
C00890,0,49,97.76,4232.83,Month-to-Month,Mailed Check,DSL,Yes,Male,0,No,Yes,No,Yes,Yes,No,No,4,58
C00891,1,17,63.32,5627.55,Two Year,Mailed Check,DSL,Yes,Female,0,No,No,No,No,No,No,No,5,21
C00892,1,60,100.79,3345.77,Two Year,Electronic Check,DSL,No,Male,1,Yes,No,No,Yes,Yes,No,Yes,5,21
C00893,0,45,80.69,4528.58,Two Year,Credit Card,No Internet,Yes,Female,0,Yes,No,Yes,Yes,No,No,No,4,65
C00894,0,69,32.33,7547.01,Month-to-Month,Credit Card,No Internet,Yes,Female,1,Yes,No,No,Yes,Yes,Yes,No,4,3
C00895,0,32,109.55,753.6,One Year,Bank Transfer,DSL,Yes,Female,1,Yes,Yes,No,Yes,No,Yes,No,4,69
C00896,0,44,67.45,2106.11,Two Year,Electronic Check,Fiber Optic,No,Male,0,Yes,No,No,No,Yes,Yes,Yes,1,89
C00897,1,65,55.27,6261.91,Two Year,Mailed Check,DSL,No,Male,0,Yes,No,Yes,Yes,No,Yes,No,5,64
C00898,0,8,79.32,880.02,Two Year,Electronic Check,No Internet,Yes,Male,1,No,Yes,No,No,No,Yes,No,2,49
C00899,0,43,29.8,697.72,One Year,Mailed Check,DSL,No,Female,1,Yes,Yes,Yes,Yes,Yes,No,No,1,72
C00900,0,1,77.29,2956.18,Two Year,Mailed Check,No Internet,No,Female,1,Yes,Yes,Yes,No,Yes,Yes,No,1,17
C00901,0,51,64.84,828.13,One Year,Electronic Check,No Internet,No,Male,1,No,No,No,No,No,Yes,No,1,73
C00902,0,24,56.6,4722.12,Two Year,Credit Card,DSL,No,Male,1,Yes,Yes,Yes,No,No,No,Yes,2,32
C00903,0,24,105.77,1887.57,One Year,Mailed Check,DSL,No,Female,1,Yes,Yes,Yes,Yes,Yes,No,Yes,4,70
C00904,0,17,67.03,7176.01,Two Year,Electronic Check,Fiber Optic,Yes,Male,0,Yes,Yes,Yes,No,Yes,Yes,No,5,21
C00905,1,5,39.72,6289.65,Month-to-Month,Bank Transfer,No Internet,Yes,Female,0,Yes,Yes,No,No,Yes,No,No,3,7
C00906,1,20,61.31,5627.67,Month-to-Month,Electronic Check,Fiber Optic,Yes,Male,0,No,Yes,Yes,Yes,No,No,No,3,7
C00907,0,21,102.74,4973.86,Month-to-Month,Bank Transfer,DSL,No,Male,0,Yes,Yes,No,No,No,Yes,Yes,5,27
C00908,0,58,35.85,6921.38,Month-to-Month,Mailed Check,No Internet,No,Male,1,No,No,No,Yes,Yes,No,Yes,2,8
C00909,0,31,39.26,1862.19,Two Year,Electronic Check,Fiber Optic,No,Female,0,Yes,Yes,No,Yes,No,Yes,Yes,3,73
C00910,0,11,21.17,6997.56,Month-to-Month,Electronic Check,Fiber Optic,No,Female,0,Yes,No,Yes,No,No,Yes,Yes,1,28
C00911,0,52,21.28,6336.99,One Year,Bank Transfer,Fiber Optic,Yes,Male,1,No,Yes,No,Yes,Yes,No,No,3,79
C00912,0,15,94.65,6010.47,Month-to-Month,Electronic Check,DSL,Yes,Female,0,Yes,Yes,Yes,Yes,No,Yes,No,5,66
C00913,0,7,85.89,4533.92,Month-to-Month,Electronic Check,DSL,Yes,Female,1,No,Yes,Yes,Yes,Yes,Yes,No,1,71
C00914,0,28,51.95,2045.33,Month-to-Month,Mailed Check,DSL,Yes,Female,1,No,No,Yes,No,Yes,No,No,3,47
C00915,0,51,82.85,3446.03,Two Year,Electronic Check,No Internet,Yes,Female,1,No,Yes,Yes,Yes,No,No,Yes,5,82
C00916,0,58,55.57,6369.21,Month-to-Month,Credit Card,DSL,Yes,Male,1,Yes,Yes,No,Yes,No,No,No,2,86
C00917,1,5,105.76,351.05,One Year,Bank Transfer,No Internet,No,Female,1,Yes,Yes,No,Yes,Yes,No,Yes,5,10
C00918,1,5,107.03,6278.2,Month-to-Month,Electronic Check,Fiber Optic,No,Female,0,Yes,Yes,Yes,No,Yes,Yes,Yes,2,33
C00919,0,8,55.35,1996.56,Month-to-Month,Bank Transfer,Fiber Optic,Yes,Male,0,Yes,No,No,Yes,Yes,No,No,1,7
C00920,1,64,96.88,1240.04,Month-to-Month,Bank Transfer,DSL,No,Female,0,No,No,No,No,No,No,Yes,5,3
C00921,0,10,89.58,1014.04,One Year,Bank Transfer,Fiber Optic,Yes,Female,1,Yes,No,No,Yes,Yes,Yes,Yes,4,14
C00922,1,38,47.9,315.28,Month-to-Month,Electronic Check,DSL,Yes,Female,0,Yes,No,Yes,No,Yes,Yes,No,4,44
C00923,1,8,40.88,4236.33,One Year,Electronic Check,No Internet,No,Male,0,No,No,No,No,Yes,Yes,Yes,4,46
C00924,0,25,61.24,1824.25,One Year,Bank Transfer,Fiber Optic,Yes,Male,0,No,Yes,Yes,No,Yes,Yes,Yes,4,61
C00925,0,66,90.32,7916.51,Month-to-Month,Credit Card,DSL,Yes,Female,0,Yes,Yes,No,Yes,No,No,No,4,36
C00926,0,50,106.42,4638.05,One Year,Bank Transfer,Fiber Optic,Yes,Female,1,No,Yes,Yes,Yes,No,No,Yes,2,13
C00927,0,67,88.72,1189.29,Two Year,Credit Card,Fiber Optic,No,Male,0,No,No,Yes,Yes,Yes,Yes,Yes,5,16
C00928,0,49,96.97,5541.22,Month-to-Month,Bank Transfer,DSL,No,Male,1,No,Yes,Yes,No,No,Yes,No,1,80
C00929,0,36,74.28,7192.17,Month-to-Month,Mailed Check,Fiber Optic,No,Male,1,No,No,No,Yes,No,Yes,Yes,4,5
C00930,0,68,95.19,5986.92,One Year,Bank Transfer,Fiber Optic,No,Female,0,No,Yes,Yes,Yes,No,Yes,No,4,89
C00931,1,41,90.6,703.87,One Year,Bank Transfer,Fiber Optic,Yes,Female,1,Yes,No,No,No,Yes,No,Yes,1,38
C00932,1,62,53.93,7177.49,Month-to-Month,Electronic Check,Fiber Optic,No,Male,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,50
C00933,0,10,69.68,6372.04,Two Year,Credit Card,No Internet,No,Female,1,Yes,Yes,No,Yes,No,No,No,4,38
C00934,0,21,92.43,1350.6,One Year,Mailed Check,Fiber Optic,No,Female,1,Yes,Yes,Yes,No,Yes,Yes,No,2,56
C00935,0,36,24.15,509.11,One Year,Credit Card,Fiber Optic,Yes,Female,1,Yes,Yes,No,No,Yes,No,Yes,1,63
C00936,0,12,92.73,4502.75,Two Year,Mailed Check,DSL,No,Female,1,Yes,No,Yes,Yes,No,No,No,5,48
C00937,1,2,36.01,1332.68,Two Year,Bank Transfer,No Internet,No,Female,1,Yes,Yes,Yes,No,No,No,Yes,5,59
C00938,0,13,66.32,6693.27,Month-to-Month,Electronic Check,DSL,Yes,Female,0,No,Yes,Yes,Yes,Yes,No,No,2,77
C00939,0,53,92.74,2930.84,Two Year,Electronic Check,DSL,Yes,Female,0,Yes,Yes,No,Yes,Yes,Yes,Yes,3,44
C00940,0,32,42.84,7311.85,Month-to-Month,Credit Card,DSL,Yes,Male,1,Yes,No,Yes,Yes,Yes,No,Yes,2,55
C00941,0,16,42.12,4568.94,Two Year,Electronic Check,No Internet,Yes,Male,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,55
C00942,0,32,56.25,1543.11,One Year,Credit Card,DSL,No,Male,0,No,Yes,Yes,Yes,No,No,Yes,3,1
C00943,1,32,100.52,1202.83,Month-to-Month,Credit Card,DSL,Yes,Male,0,Yes,Yes,Yes,No,Yes,No,Yes,4,8
C00944,0,11,20.04,4654.13,Month-to-Month,Mailed Check,DSL,No,Male,0,Yes,Yes,No,No,No,Yes,No,5,4
C00945,0,10,101.12,6118.88,Month-to-Month,Credit Card,Fiber Optic,No,Male,0,No,Yes,Yes,Yes,No,Yes,No,1,85
C00946,0,15,33.84,6273.89,Two Year,Mailed Check,DSL,No,Male,1,Yes,No,Yes,No,No,No,Yes,4,86
C00947,1,17,109.11,2278.48,One Year,Electronic Check,No Internet,No,Male,1,Yes,No,No,No,Yes,No,Yes,5,53
C00948,1,40,105.94,1713.55,Month-to-Month,Credit Card,No Internet,No,Male,0,No,No,No,Yes,Yes,Yes,No,2,58
C00949,0,18,64.52,232.37,Month-to-Month,Credit Card,Fiber Optic,Yes,Female,0,Yes,Yes,No,No,No,No,No,4,37
C00950,0,55,66.14,5465.67,Month-to-Month,Bank Transfer,No Internet,No,Female,0,No,No,Yes,No,No,Yes,No,5,49
C00951,0,25,63.34,704.89,Month-to-Month,Credit Card,No Internet,No,Male,0,Yes,Yes,No,Yes,No,Yes,No,1,67
C00952,0,59,77.19,3424.01,One Year,Credit Card,Fiber Optic,No,Female,1,Yes,Yes,No,Yes,No,Yes,No,4,19
C00953,1,22,28.16,4853.29,Two Year,Bank Transfer,DSL,Yes,Female,0,Yes,Yes,No,Yes,No,No,Yes,5,1
C00954,0,30,22.94,7503.16,One Year,Bank Transfer,Fiber Optic,No,Male,0,No,Yes,Yes,Yes,Yes,No,Yes,4,29
C00955,0,44,25.19,2563.24,Month-to-Month,Electronic Check,DSL,No,Male,0,No,No,Yes,Yes,Yes,Yes,No,1,87
C00956,0,32,59.99,2073.2,One Year,Credit Card,DSL,Yes,Male,1,No,No,Yes,Yes,Yes,Yes,No,4,33
C00957,0,51,44.8,5267.87,Month-to-Month,Electronic Check,No Internet,No,Female,1,Yes,No,No,Yes,No,Yes,No,4,52
C00958,0,46,75.98,4991.99,Two Year,Electronic Check,Fiber Optic,No,Female,1,Yes,Yes,Yes,No,No,Yes,No,5,41
C00959,0,21,109.32,2723.67,Two Year,Bank Transfer,No Internet,Yes,Male,0,No,No,No,Yes,Yes,No,No,3,23
C00960,0,32,54.77,7432.0,Two Year,Mailed Check,No Internet,No,Female,0,No,No,No,No,Yes,Yes,No,4,5
C00961,0,39,71.65,6774.41,Month-to-Month,Electronic Check,DSL,No,Female,0,Yes,Yes,No,No,No,No,No,3,71
C00962,0,12,57.4,1869.46,One Year,Mailed Check,No Internet,No,Female,1,Yes,No,Yes,Yes,Yes,Yes,No,2,57
C00963,0,47,96.25,1989.23,Two Year,Credit Card,Fiber Optic,No,Male,1,Yes,Yes,No,No,Yes,No,No,4,6
C00964,0,18,101.2,4147.17,Month-to-Month,Bank Transfer,No Internet,No,Female,0,Yes,No,No,No,Yes,No,Yes,3,49
C00965,0,21,98.96,6211.22,Month-to-Month,Credit Card,No Internet,Yes,Female,0,No,No,Yes,No,No,No,No,2,22
C00966,0,13,107.69,447.92,One Year,Credit Card,DSL,Yes,Female,1,Yes,No,No,Yes,No,No,No,5,77
C00967,0,21,22.48,5577.35,Two Year,Bank Transfer,Fiber Optic,Yes,Female,0,Yes,Yes,No,No,Yes,No,Yes,4,76
C00968,0,8,95.58,5221.06,Month-to-Month,Credit Card,No Internet,No,Female,0,Yes,No,No,No,No,Yes,Yes,5,4
C00969,0,46,87.66,1928.69,One Year,Bank Transfer,DSL,No,Female,0,Yes,No,Yes,Yes,Yes,Yes,Yes,2,72
C00970,0,7,40.58,5482.69,Two Year,Mailed Check,No Internet,No,Female,1,Yes,No,No,No,Yes,No,No,5,64
C00971,1,23,106.07,7527.45,One Year,Credit Card,Fiber Optic,Yes,Male,0,Yes,No,Yes,No,No,Yes,No,5,37
C00972,0,22,33.34,469.61,One Year,Bank Transfer,No Internet,No,Male,0,Yes,Yes,Yes,No,No,Yes,No,1,31
C00973,0,22,81.16,2625.25,Month-to-Month,Electronic Check,No Internet,No,Female,0,No,Yes,No,No,No,Yes,No,2,37
C00974,0,29,40.24,3561.6,Month-to-Month,Credit Card,DSL,No,Male,0,No,No,No,No,Yes,Yes,Yes,5,45
C00975,0,13,58.82,7204.16,Month-to-Month,Mailed Check,No Internet,Yes,Female,1,No,No,No,Yes,Yes,Yes,No,3,8
C00976,0,2,84.72,7701.87,One Year,Bank Transfer,DSL,Yes,Female,1,Yes,No,No,No,Yes,Yes,No,2,40
C00977,0,29,70.7,3608.51,Month-to-Month,Credit Card,Fiber Optic,No,Female,1,No,Yes,Yes,Yes,No,Yes,Yes,1,5
C00978,0,52,58.48,6025.22,One Year,Credit Card,No Internet,No,Male,0,Yes,No,Yes,No,Yes,No,No,4,28
C00979,0,27,49.37,4300.12,One Year,Credit Card,Fiber Optic,No,Female,1,Yes,No,No,Yes,Yes,Yes,No,5,81
C00980,0,50,95.57,4348.49,Month-to-Month,Mailed Check,Fiber Optic,Yes,Female,0,Yes,Yes,Yes,Yes,Yes,Yes,No,3,87
C00981,1,23,32.94,2296.99,Two Year,Bank Transfer,No Internet,Yes,Male,1,Yes,Yes,No,Yes,Yes,Yes,No,1,9
C00982,0,44,58.71,1813.95,Two Year,Electronic Check,DSL,Yes,Male,0,No,Yes,No,No,No,No,Yes,2,2
C00983,0,22,101.34,2375.24,Two Year,Electronic Check,Fiber Optic,No,Female,1,Yes,No,No,No,No,No,Yes,5,63
C00984,0,43,96.13,4494.99,One Year,Electronic Check,Fiber Optic,Yes,Male,1,Yes,Yes,No,No,No,Yes,Yes,1,51
C00985,0,37,56.08,330.33,One Year,Bank Transfer,No Internet,No,Male,1,No,Yes,Yes,No,Yes,No,Yes,1,31
C00986,0,61,88.68,7267.27,One Year,Electronic Check,No Internet,No,Female,0,No,No,Yes,No,Yes,No,No,3,7
C00987,0,56,94.08,1334.64,Month-to-Month,Mailed Check,No Internet,Yes,Female,0,No,Yes,No,Yes,Yes,Yes,No,4,30
C00988,0,3,100.0,1838.7,One Year,Bank Transfer,No Internet,No,Female,0,Yes,No,No,Yes,No,No,No,4,58
C00989,1,63,69.01,4194.38,Month-to-Month,Credit Card,No Internet,Yes,Male,1,No,No,Yes,Yes,No,Yes,Yes,4,3
C00990,1,19,38.4,5709.91,Month-to-Month,Mailed Check,No Internet,No,Male,0,Yes,Yes,Yes,No,No,No,Yes,2,51
C00991,0,23,42.98,856.26,Two Year,Credit Card,DSL,No,Male,0,Yes,No,Yes,No,No,Yes,Yes,1,56
C00992,0,29,46.61,2609.79,Two Year,Electronic Check,Fiber Optic,Yes,Female,0,No,Yes,No,Yes,No,No,No,2,73
C00993,0,30,73.44,7752.53,Two Year,Mailed Check,DSL,No,Male,0,No,Yes,Yes,No,Yes,Yes,No,1,10
C00994,0,39,22.95,2172.51,Month-to-Month,Bank Transfer,DSL,No,Male,0,No,Yes,No,No,No,Yes,Yes,3,61
C00995,0,25,77.24,2573.1,Month-to-Month,Mailed Check,No Internet,No,Female,0,Yes,No,No,Yes,No,No,Yes,3,50
C00996,1,8,52.79,6708.34,Month-to-Month,Credit Card,Fiber Optic,No,Female,1,Yes,Yes,Yes,Yes,No,Yes,No,2,47
C00997,0,58,46.57,496.69,One Year,Bank Transfer,DSL,No,Female,1,Yes,No,No,No,Yes,Yes,No,2,1
C00998,1,16,99.15,3770.44,Month-to-Month,Mailed Check,No Internet,No,Male,0,Yes,No,Yes,No,No,No,No,3,57
C00999,0,1,61.4,3098.97,Two Year,Mailed Check,No Internet,No,Female,1,Yes,No,No,Yes,No,Yes,Yes,5,38
